1	0	1	3	1	
2	0	1	11	1	
3	0	1	3	2	
4	0	1	12	1	
5	0	1	7	1	
6	0	1	6	1	
7	0	1	6	2	
8	0	1	11	2	
9	0	1	8	1	
10	0	1	1	1	
11	0	1	8	2	
12	0	1	10	1	
13	0	1	6	3	
14	0	1	4	1	
15	0	1	6	4	
16	0	1	12	2	
17	0	1	11	3	
18	0	1	7	2	
19	0	1	5	1	
20	0	1	10	2	
21	0	1	4	2	
22	0	1	6	5	
23	0	1	9	1	
24	0	1	11	4	
25	0	1	7	3	
26	0	1	1	2	
27	0	1	3	3	
28	0	1	3	4	
29	0	1	10	3	
30	0	1	2	1	
31	0	1	3	5	
32	0	0	10	4	
33	0	0	1	3	
34	0	0	6	6	
35	0	0	1	4	
36	0	0	12	3	
37	0	0	9	2	
38	0	0	10	5	
39	0	0	9	3	
40	0	0	2	2	
41	0	0	12	4	
42	0	0	11	5	
43	0	0	11	6	
44	0	0	3	6	
45	0	0	10	6	
46	0	0	7	4	
47	0	0	3	7	
48	0	0	12	5	
49	0	0	3	8	
50	0	0	8	3	
51	0	0	10	7	
52	0	0	7	5	
53	0	0	10	8	
54	0	0	2	3	
55	0	0	1	5	
56	0	0	6	7	
57	0	0	1	6	
58	0	0	4	3	
59	0	0	5	2	
60	0	0	7	6	
61	0	0	11	7	
62	0	0	9	4	
63	0	1	3	9	
64	0	1	1	7	
65	0	1	10	9	
66	0	1	12	6	
67	0	1	5	3	
68	0	1	11	8	
69	0	1	11	9	
70	0	1	7	7	
71	0	1	8	4	
72	0	1	7	8	
73	0	1	6	8	
74	0	1	12	7	
75	0	1	5	4	
76	0	1	9	5	
77	0	1	12	8	
78	0	1	8	5	
79	0	1	5	5	
80	0	1	11	10	
81	0	1	2	4	
82	0	1	1	8	
83	0	1	3	10	
84	0	1	5	6	
85	0	1	10	10	
86	0	1	12	9	
87	0	1	12	10	
88	0	1	7	9	
89	0	1	11	11	
90	0	1	4	4	
91	0	1	4	5	
92	0	1	8	6	
93	0	1	8	7	
94	0	0	11	12	
95	0	0	6	9	
96	0	0	5	7	
97	0	0	8	8	
98	0	0	7	10	
99	0	0	7	11	
100	0	0	4	6	
101	0	0	12	11	
102	0	0	10	11	
103	0	0	2	5	
104	0	0	10	12	
105	0	0	1	9	
106	0	0	5	8	
107	0	0	3	11	
108	0	0	1	10	
109	0	0	4	7	
110	0	0	6	10	
111	0	0	3	12	
112	0	0	9	6	
113	0	0	6	11	
114	0	0	6	12	
115	0	0	11	13	
116	0	0	10	13	
117	0	0	7	12	
118	0	0	9	7	
119	0	0	10	14	
120	0	0	12	12	
121	0	0	1	11	
122	0	0	9	8	
123	0	0	8	9	
124	0	0	6	13	
125	0	1	2	6	
126	0	1	10	15	
127	0	1	4	8	
128	0	1	3	13	
129	0	1	1	12	
130	0	1	2	7	
131	0	1	12	13	
132	0	1	6	14	
133	0	1	8	10	
134	0	1	7	13	
135	0	1	11	14	
136	0	1	4	9	
137	0	1	5	9	
138	0	1	11	15	
139	0	1	12	14	
140	0	1	8	11	
141	0	1	9	9	
142	0	1	12	15	
143	0	1	2	8	
144	0	1	3	14	
145	0	1	6	15	
146	0	1	8	12	
147	0	1	3	15	
148	0	1	10	16	
149	0	1	11	16	
150	0	1	2	9	
151	0	1	8	13	
152	0	1	7	14	
153	0	1	7	15	
154	0	1	8	14	
155	0	1	12	16	
156	0	0	10	17	
157	0	0	8	15	
158	0	0	8	16	
159	0	0	11	17	
160	0	0	10	18	
161	0	0	10	19	
162	0	0	4	10	
163	0	0	12	17	
164	0	0	5	10	
165	0	0	5	11	
166	0	0	1	13	
167	0	0	7	16	
168	0	0	11	18	
169	0	0	9	10	
170	0	0	9	11	
171	0	0	2	10	
172	0	0	1	14	
173	0	0	5	12	
174	0	0	9	12	
175	0	0	7	17	
176	0	0	2	11	
177	0	0	8	17	
178	0	0	5	13	
179	0	0	10	20	
180	0	0	9	13	
181	0	0	5	14	
182	0	0	7	18	
183	0	0	6	16	
184	0	0	3	16	
185	0	0	9	14	
186	0	0	10	21	
187	0	1	7	19	
188	0	1	6	17	
189	0	1	3	17	
190	0	1	9	15	
191	0	1	6	18	
192	0	1	5	15	
193	0	1	1	15	
194	0	1	5	16	
195	0	1	1	16	
196	0	1	9	16	
197	0	1	4	11	
198	0	1	4	12	
199	0	1	5	17	
200	0	1	5	18	
201	0	1	3	18	
202	0	1	10	22	
203	0	1	4	13	
204	0	1	9	17	
205	0	1	2	12	
206	0	1	12	18	
207	0	1	12	19	
208	0	1	5	19	
209	0	1	8	18	
210	0	1	3	19	
211	0	1	8	19	
212	0	1	8	20	
213	0	1	12	20	
214	0	1	12	21	
215	0	1	9	18	
216	0	1	4	14	
217	0	1	10	23	
218	0	0	4	15	
219	0	0	7	20	
220	0	0	7	21	
221	0	0	6	19	
222	0	0	8	21	
223	0	0	11	19	
224	0	0	5	20	
225	0	0	12	22	
226	0	0	9	19	
227	0	0	2	13	
228	0	0	9	20	
229	0	0	3	20	
230	0	0	9	21	
231	0	0	7	22	
232	0	0	1	17	
233	0	0	12	23	
234	0	0	6	20	
235	0	0	1	18	
236	0	0	8	22	
237	0	0	1	19	
238	0	0	9	22	
239	0	0	8	23	
240	0	0	8	24	
241	0	0	2	14	
242	0	0	6	21	
243	0	0	10	24	
244	0	0	5	21	
245	0	0	12	24	
246	0	0	1	20	
247	0	0	11	20	
248	0	0	5	22	
249	0	1	6	22	
250	0	1	2	15	
251	0	1	2	16	
252	0	1	10	25	
253	0	1	5	23	
254	0	1	7	23	
255	0	1	1	21	
256	0	1	7	24	
257	0	1	5	24	
258	0	1	12	25	
259	0	1	7	25	
260	0	1	10	26	
261	0	1	12	26	
262	0	1	6	23	
263	0	1	11	21	
264	0	1	3	21	
265	0	1	9	23	
266	0	1	8	25	
267	0	1	3	22	
268	0	1	5	25	
269	0	1	8	26	
270	0	1	10	27	
271	0	1	8	27	
272	0	1	6	24	
273	0	1	10	28	
274	0	1	3	23	
275	0	1	4	16	
276	0	1	4	17	
277	0	1	11	22	
278	0	1	2	17	
279	0	1	6	25	
280	0	0	12	27	
281	0	0	7	26	
282	0	0	7	27	
283	0	0	12	28	
284	0	0	12	29	
285	0	0	10	29	
286	0	0	11	23	
287	0	0	7	28	
288	0	0	5	26	
289	0	0	6	26	
290	0	0	12	30	
291	0	0	5	27	
292	0	0	1	22	
293	0	0	4	18	
294	0	0	2	18	
295	0	0	1	23	
296	0	0	7	29	
297	0	0	11	24	
298	0	0	3	24	
299	0	0	2	19	
300	0	0	9	24	
301	0	0	11	25	
